record_id,country,iso3_code,region,income_group,year,quarter,quarter_label,industry_sector,sector_automation_risk_score,gdp_per_capita_usd,ai_adoption_index,pct_sector_workforce_displaced,pct_sector_workforce_new_roles_created,net_workforce_change_pct,ai_cited_layoff_announcements,ai_skill_wage_premium_pct,pct_workforce_female,pct_displaced_roles_female,reskilling_programs_count,govt_ai_policy_score_1_to_10,ai_tool_adoption_pct,data_source_notes
1,United States,USA,North America,High Income,2020,1,2020-Q1,Technology & Software,0.382,63514,0.83,0.0406,0.0348,-0.0058,32,0.311,0.28,0.275,52,6.4,0.28,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17171,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,2,2020-Q2,Technology & Software,0.38,1521,0.284,0.0076,0.0023,-0.0053,15,0.198,0.28,0.311,9,3.7,0.088,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17172,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,2,2020-Q2,Finance & Banking,0.636,1521,0.256,0.0073,0.0032,-0.0041,14,0.125,0.48,0.543,8,3.8,0.161,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17173,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,2,2020-Q2,Healthcare & Life Sciences,0.245,1521,0.277,0.0026,0.0009,-0.0017,1,0.167,0.72,0.788,10,3.2,0.061,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17174,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,2,2020-Q2,Manufacturing & Industry,0.745,1521,0.27,0.012,0.0045,-0.0075,15,0.149,0.29,0.316,10,2.9,0.162,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17175,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,2,2020-Q2,Retail & E-Commerce,0.665,1521,0.279,0.0097,0.0043,-0.0054,10,0.19,0.54,0.55,9,3.4,0.215,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17176,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,2,2020-Q2,Education & Research,0.258,1521,0.257,0.0035,0.0014,-0.0021,2,0.155,0.58,0.615,9,3.5,0.074,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17177,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,2,2020-Q2,Transportation & Logistics,0.738,1521,0.245,0.0097,0.0029,-0.0068,15,0.166,0.22,0.229,7,3.0,0.19,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17178,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,2,2020-Q2,Media & Communications,0.539,1521,0.295,0.0091,0.0033,-0.0058,10,0.179,0.46,0.494,10,2.8,0.15,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17179,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,2,2020-Q2,Administrative & Clerical,0.789,1521,0.255,0.0149,0.0037,-0.0112,18,0.184,0.79,0.95,8,4.0,0.238,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17180,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,2,2020-Q2,Energy & Utilities,0.49,1521,0.276,0.0051,0.0016,-0.0035,5,0.152,0.26,0.264,7,3.7,0.14,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17181,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,3,2020-Q3,Technology & Software,0.415,1466,0.309,0.0068,0.0017,-0.0051,16,0.171,0.28,0.286,8,2.7,0.137,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17182,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,3,2020-Q3,Finance & Banking,0.624,1466,0.283,0.0097,0.0029,-0.0068,31,0.194,0.48,0.501,10,3.4,0.171,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17183,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,3,2020-Q3,Healthcare & Life Sciences,0.223,1466,0.316,0.0033,0.0013,-0.002,1,0.19,0.72,0.73,7,2.6,0.083,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17184,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,3,2020-Q3,Manufacturing & Industry,0.705,1466,0.309,0.0158,0.007,-0.0088,13,0.131,0.29,0.321,9,3.1,0.186,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17185,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,3,2020-Q3,Retail & E-Commerce,0.66,1466,0.296,0.0142,0.0038,-0.0104,12,0.13,0.54,0.601,8,2.7,0.169,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17186,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,3,2020-Q3,Education & Research,0.297,1466,0.284,0.0036,0.0016,-0.002,2,0.155,0.58,0.561,9,2.9,0.069,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17187,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,3,2020-Q3,Transportation & Logistics,0.68,1466,0.286,0.0114,0.0045,-0.0069,11,0.107,0.22,0.234,8,3.9,0.191,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17188,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,3,2020-Q3,Media & Communications,0.565,1466,0.286,0.0083,0.0021,-0.0062,16,0.185,0.46,0.503,8,2.3,0.182,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17189,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,3,2020-Q3,Administrative & Clerical,0.823,1466,0.291,0.0177,0.0069,-0.0108,52,0.188,0.79,0.95,9,3.4,0.23,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17190,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,3,2020-Q3,Energy & Utilities,0.42,1466,0.305,0.0062,0.0022,-0.004,7,0.15,0.26,0.253,8,3.0,0.118,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17191,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,4,2020-Q4,Technology & Software,0.394,1453,0.325,0.0101,0.0031,-0.007,12,0.15,0.28,0.296,9,3.4,0.13,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17192,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,4,2020-Q4,Finance & Banking,0.588,1453,0.306,0.0117,0.0039,-0.0078,32,0.165,0.48,0.475,10,2.7,0.159,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17193,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,4,2020-Q4,Healthcare & Life Sciences,0.222,1453,0.324,0.0043,0.0015,-0.0028,3,0.259,0.72,0.712,10,2.8,0.075,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17194,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,4,2020-Q4,Manufacturing & Industry,0.727,1453,0.331,0.0132,0.0042,-0.009,25,0.168,0.29,0.284,10,3.4,0.241,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17195,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,4,2020-Q4,Retail & E-Commerce,0.689,1453,0.31,0.0117,0.005,-0.0067,27,0.187,0.54,0.529,9,3.1,0.224,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17196,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,4,2020-Q4,Education & Research,0.258,1453,0.338,0.0051,0.0023,-0.0028,4,0.174,0.58,0.619,8,2.7,0.082,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17197,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,4,2020-Q4,Transportation & Logistics,0.669,1453,0.323,0.0119,0.0045,-0.0074,17,0.158,0.22,0.245,7,2.7,0.242,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17198,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,4,2020-Q4,Media & Communications,0.565,1453,0.348,0.0124,0.0032,-0.0092,11,0.196,0.46,0.492,9,3.7,0.223,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17199,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,4,2020-Q4,Administrative & Clerical,0.796,1453,0.337,0.0205,0.0092,-0.0113,67,0.2,0.79,0.95,9,2.9,0.227,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17200,Cambodia,KHM,Southeast Asia,Lower Middle Income,2020,4,2020-Q4,Energy & Utilities,0.453,1453,0.31,0.0081,0.0025,-0.0056,8,0.15,0.26,0.257,7,3.9,0.162,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17201,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,1,2021-Q1,Technology & Software,0.379,1450,0.359,0.0107,0.0028,-0.0079,20,0.269,0.28,0.308,9,3.1,0.153,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17202,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,1,2021-Q1,Finance & Banking,0.598,1450,0.365,0.0111,0.0033,-0.0078,46,0.208,0.48,0.51,12,3.1,0.19,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17203,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,1,2021-Q1,Healthcare & Life Sciences,0.219,1450,0.369,0.0053,0.0019,-0.0034,5,0.213,0.72,0.743,11,3.4,0.078,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17204,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,1,2021-Q1,Manufacturing & Industry,0.751,1450,0.352,0.0178,0.007,-0.0108,38,0.263,0.29,0.322,8,3.5,0.217,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17205,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,1,2021-Q1,Retail & E-Commerce,0.668,1450,0.356,0.0131,0.0059,-0.0072,37,0.241,0.54,0.603,9,3.6,0.244,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17206,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,1,2021-Q1,Education & Research,0.263,1450,0.329,0.0056,0.0018,-0.0038,2,0.213,0.58,0.624,10,3.3,0.094,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17207,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,1,2021-Q1,Transportation & Logistics,0.672,1450,0.33,0.014,0.0038,-0.0102,33,0.255,0.22,0.248,8,3.5,0.25,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17208,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,1,2021-Q1,Media & Communications,0.574,1450,0.359,0.0124,0.0035,-0.0089,22,0.187,0.46,0.458,10,3.9,0.23,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17209,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,1,2021-Q1,Administrative & Clerical,0.78,1450,0.342,0.0176,0.0045,-0.0131,76,0.207,0.79,0.95,11,4.1,0.217,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17210,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,1,2021-Q1,Energy & Utilities,0.458,1450,0.353,0.0089,0.0037,-0.0052,10,0.216,0.26,0.26,10,3.3,0.141,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17211,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,2,2021-Q2,Technology & Software,0.34,1502,0.374,0.012,0.0038,-0.0082,30,0.223,0.28,0.293,11,3.3,0.126,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17212,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,2,2021-Q2,Finance & Banking,0.658,1502,0.38,0.0154,0.0059,-0.0095,53,0.218,0.48,0.467,8,3.8,0.204,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17213,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,2,2021-Q2,Healthcare & Life Sciences,0.211,1502,0.39,0.006,0.0022,-0.0038,5,0.23,0.72,0.812,11,3.4,0.093,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17214,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,2,2021-Q2,Manufacturing & Industry,0.74,1502,0.379,0.0194,0.007,-0.0124,44,0.266,0.29,0.306,9,3.8,0.268,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17215,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,2,2021-Q2,Retail & E-Commerce,0.679,1502,0.388,0.0169,0.0062,-0.0107,25,0.222,0.54,0.524,8,2.9,0.261,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17216,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,2,2021-Q2,Education & Research,0.289,1502,0.353,0.0056,0.0023,-0.0033,5,0.27,0.58,0.619,10,3.5,0.094,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17217,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,2,2021-Q2,Transportation & Logistics,0.685,1502,0.383,0.0163,0.0049,-0.0114,26,0.212,0.22,0.216,8,2.5,0.212,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17218,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,2,2021-Q2,Media & Communications,0.478,1502,0.391,0.0157,0.0052,-0.0105,22,0.18,0.46,0.513,11,3.6,0.226,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17219,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,2,2021-Q2,Administrative & Clerical,0.815,1502,0.367,0.0215,0.0053,-0.0162,87,0.195,0.79,0.95,11,3.1,0.294,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17220,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,2,2021-Q2,Energy & Utilities,0.433,1502,0.376,0.0084,0.0031,-0.0053,8,0.188,0.26,0.279,11,3.0,0.139,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17221,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,3,2021-Q3,Technology & Software,0.371,1525,0.428,0.0141,0.0037,-0.0104,34,0.269,0.28,0.273,8,3.6,0.192,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17222,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,3,2021-Q3,Finance & Banking,0.596,1525,0.396,0.0133,0.004,-0.0093,60,0.184,0.48,0.488,10,2.9,0.218,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17223,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,3,2021-Q3,Healthcare & Life Sciences,0.249,1525,0.39,0.0063,0.0023,-0.004,5,0.235,0.72,0.815,10,3.5,0.087,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17224,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,3,2021-Q3,Manufacturing & Industry,0.756,1525,0.391,0.0177,0.0077,-0.01,31,0.214,0.29,0.329,11,3.2,0.286,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17225,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,3,2021-Q3,Retail & E-Commerce,0.69,1525,0.399,0.0213,0.0088,-0.0125,50,0.265,0.54,0.603,11,2.6,0.322,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17226,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,3,2021-Q3,Education & Research,0.28,1525,0.412,0.0082,0.0025,-0.0057,6,0.209,0.58,0.626,11,3.4,0.106,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17227,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,3,2021-Q3,Transportation & Logistics,0.693,1525,0.393,0.0191,0.0061,-0.013,22,0.201,0.22,0.237,9,2.9,0.254,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
